profile_id,country_name,country_code,Q45,Q46,Q57,Q184,Q218,Q254
42,CAN,20,1.33,2.00,2.00,7.33,1.00,2.00
43,CAN,20,2.00,2.00,2.00,7.33,1.00,1.67
44,CAN,20,1.33,2.00,2.33,7.00,1.33,1.67
45,CAN,20,2.00,2.00,2.00,7.33,1.00,2.00
46,CAN,20,2.00,2.00,2.00,7.00,1.00,1.33
47,CAN,20,1.67,2.00,2.00,7.33,1.00,2.00
48,CAN,20,1.67,2.00,2.00,7.67,1.33,2.00
49,CAN,20,2.00,2.00,2.00,7.00,1.00,1.33
50,CAN,20,1.67,2.00,2.00,7.33,1.00,2.00
51,CAN,20,2.00,2.00,2.00,7.67,1.00,2.00
52,CAN,20,1.67,2.00,2.00,7.33,1.33,1.67
53,CAN,20,2.00,2.00,2.00,7.33,1.67,1.67
54,CAN,20,2.00,2.00,2.00,7.33,1.33,2.00
55,CAN,20,2.00,2.00,2.33,7.67,2.00,2.00
56,CAN,20,1.33,2.00,2.00,7.33,1.00,1.67
57,CAN,20,2.00,2.00,2.00,7.67,1.67,1.67
58,CAN,20,2.00,2.00,2.00,7.33,1.00,1.67
59,CAN,20,1.67,2.00,2.00,7.33,1.00,2.00
60,CAN,20,1.33,2.00,2.00,7.00,1.33,2.00
61,CAN,20,2.00,2.00,2.00,7.33,1.00,1.67
62,CAN,20,2.00,2.00,2.00,7.67,1.67,2.00
63,CAN,20,1.67,2.00,2.00,7.67,1.33,1.33
64,CAN,20,1.67,2.00,2.00,7.00,1.33,2.00
65,CAN,20,1.67,2.00,2.00,7.00,1.00,1.67
66,CAN,20,2.00,2.00,2.00,7.00,1.00,1.33
67,CAN,20,2.00,2.00,2.00,7.33,1.00,2.00
68,CAN,20,1.67,2.00,2.00,7.33,1.00,2.00
69,CAN,20,2.00,2.00,2.00,7.33,1.00,1.33
70,CAN,20,1.67,2.00,2.00,7.67,1.33,2.00
71,CAN,20,1.33,2.00,2.00,7.00,1.00,2.00
72,CAN,20,1.33,2.00,2.00,7.33,1.67,2.00
73,CAN,20,2.00,2.00,2.00,7.33,1.33,2.00
74,CAN,20,1.33,2.00,2.00,7.33,1.00,1.67
75,CAN,20,1.67,2.00,2.00,7.00,1.00,2.00
76,CAN,20,1.67,2.00,2.00,7.33,1.00,2.00
77,CAN,20,1.67,2.00,2.00,7.33,1.67,1.67
78,CAN,20,2.00,2.00,2.00,7.33,1.00,2.00
79,CAN,20,1.67,2.00,2.00,7.67,1.33,2.00
80,CAN,20,2.00,2.00,2.00,7.33,1.33,1.67
81,CAN,20,2.00,2.00,2.00,7.33,1.00,2.00
82,CAN,20,1.67,2.00,2.00,7.00,1.67,1.33
83,CAN,20,1.67,2.00,2.00,7.00,1.33,1.67
84,CAN,20,2.00,2.00,2.00,7.00,1.33,1.67
85,CAN,20,2.00,2.00,2.00,7.33,1.33,2.00
86,CAN,20,1.67,2.00,2.00,7.33,1.33,1.67
87,CAN,20,1.00,2.00,2.00,7.33,1.33,2.00
88,CAN,20,1.67,2.00,2.00,7.00,1.67,2.00
89,CAN,20,1.67,2.00,2.00,7.00,1.33,2.00
90,CAN,20,1.33,2.00,2.00,7.33,1.00,2.00
91,CAN,20,1.67,2.00,2.00,7.33,1.33,1.67
92,CAN,20,2.00,2.00,2.33,7.67,1.33,2.00
93,CAN,20,1.67,2.00,2.00,7.33,1.33,2.00
94,CAN,20,2.00,2.00,2.33,7.00,1.67,2.00
95,CAN,20,1.67,2.00,2.00,7.00,1.00,2.00
96,CAN,20,2.00,2.00,2.00,7.33,1.33,1.67
97,CAN,20,2.00,2.00,2.00,7.00,1.67,2.00
98,CAN,20,1.67,2.00,2.00,7.33,1.00,2.00
99,CAN,20,1.67,2.00,2.00,7.33,1.00,1.67
100,CAN,20,1.33,2.00,2.00,7.00,1.67,2.00
